DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
19811223 000000,0.0,73.0,91.0,64.0,Senegal
19811224 000000,,59.0,64.0,54.0,Tunisia
19811224 000000,0.0,73.0,90.0,63.0,Senegal
19811224 000000,,64.0,,57.0,Tunisia
19811224 000000,0.0,76.0,95.0,59.0,Senegal
19811224 000000,0.0,64.0,,54.0,Egypt
19811224 000000,,81.0,90.0,,Senegal
19811224 000000,0.0,78.0,91.0,63.0,Cameroon
19811224 000000,0.0,78.0,93.0,,Senegal
19811224 000000,0.0,82.0,,64.0,Cameroon
19811224 000000,0.0,78.0,95.0,64.0,Senegal
19811224 000000,0.0,62.0,66.0,55.0,Egypt
19811224 000000,,59.0,68.0,54.0,Tunisia
19811224 000000,0.0,,94.0,60.0,Senegal
19811224 000000,0.0,68.0,84.0,55.0,Senegal
19811224 000000,,61.0,70.0,54.0,Tunisia
19811224 000000,0.0,,,,Angola
19811224 000000,0.0,81.0,90.0,75.0,Cameroon
19811224 000000,0.0,82.0,95.0,63.0,Senegal
19811224 000000,,53.0,55.0,48.0,Tunisia
19811224 000000,,79.0,93.0,,Senegal
19811224 000000,0.0,76.0,90.0,59.0,Senegal
19811224 000000,,72.0,79.0,,Senegal
19811224 000000,0.0,76.0,97.0,61.0,Senegal
19811224 000000,0.0,67.0,88.0,50.0,Cameroon
19811225 000000,0.0,81.0,99.0,59.0,Senegal
19811225 000000,,59.0,64.0,,Tunisia
19811225 000000,0.0,78.0,97.0,59.0,Senegal
19811225 000000,0.0,83.0,91.0,77.0,Cameroon
19811225 000000,0.0,,,,Angola
19811225 000000,0.0,76.0,97.0,55.0,Senegal
19811225 000000,0.0,78.0,97.0,61.0,Senegal
19811225 000000,,54.0,59.0,,Tunisia
19811225 000000,,57.0,63.0,52.0,Tunisia
19811225 000000,0.0,80.0,97.0,61.0,Senegal
19811225 000000,0.0,78.0,100.0,61.0,Senegal
19811225 000000,0.0,65.0,75.0,55.0,Egypt
19811225 000000,0.0,64.0,73.0,54.0,Egypt
19811225 000000,,56.0,63.0,52.0,Tunisia
19811225 000000,0.0,,93.0,55.0,Senegal
19811225 000000,0.0,68.0,88.0,50.0,Cameroon
19811225 000000,0.0,74.0,93.0,,Senegal
19811225 000000,0.0,76.0,95.0,57.0,Senegal
19811225 000000,,54.0,61.0,41.0,Tunisia
19811225 000000,0.0,69.0,90.0,59.0,Senegal
19811225 000000,0.0,72.0,95.0,57.0,Senegal
19811225 000000,0.0,60.0,70.0,,Egypt
19811225 000000,0.0,71.0,81.0,63.0,Senegal
19811226 000000,,54.0,61.0,,Tunisia
19811226 000000,,52.0,59.0,45.0,Tunisia
19811226 000000,0.0,82.0,97.0,64.0,Senegal
19811226 000000,0.0,76.0,95.0,50.0,Senegal
19811226 000000,,51.0,,48.0,Tunisia
19811226 000000,,57.0,63.0,,Tunisia
19811226 000000,0.0,74.0,,59.0,Senegal
19811226 000000,0.0,77.0,99.0,57.0,Senegal
19811226 000000,0.0,77.0,95.0,54.0,Senegal
19811226 000000,0.0,80.0,86.0,75.0,Cameroon
19811226 000000,0.0,69.0,91.0,,Senegal
19811226 000000,0.0,62.0,75.0,46.0,Egypt
19811226 000000,0.0,77.0,99.0,59.0,Senegal
19811226 000000,0.0,,96.0,56.0,Senegal
19811226 000000,0.0,63.0,77.0,50.0,Egypt
19811226 000000,0.0,77.0,99.0,59.0,Senegal
19811226 000000,,53.0,61.0,46.0,Tunisia
19811226 000000,0.0,72.0,81.0,63.0,Senegal
19811226 000000,0.0,77.0,,63.0,Cameroon
19811226 000000,0.0,85.0,99.0,57.0,Senegal
19811226 000000,0.0,63.0,73.0,57.0,Egypt
19811226 000000,0.0,68.0,88.0,50.0,Cameroon
19811226 000000,0.0,79.0,99.0,59.0,Senegal
19811226 000000,0.0,,,,Angola
19811226 000000,0.0,77.0,97.0,59.0,Senegal
19811227 000000,0.0,65.0,88.0,48.0,Cameroon
19811227 000000,0.0,77.0,99.0,59.0,Senegal
19811227 000000,,78.0,99.0,,Senegal
19811227 000000,,48.0,55.0,36.0,Tunisia
19811227 000000,,52.0,64.0,39.0,Tunisia
19811227 000000,0.0,,97.0,62.0,Senegal
19811227 000000,0.0,74.0,95.0,57.0,Senegal
19811227 000000,0.0,79.0,100.0,63.0,Cameroon
19811227 000000,0.0,64.0,79.0,46.0,Egypt
19811227 000000,0.0,78.0,97.0,63.0,Senegal
19811227 000000,,54.0,64.0,46.0,Tunisia
19811227 000000,0.0,61.0,70.0,54.0,Egypt
19811227 000000,,84.0,97.0,,Senegal
19811227 000000,0.0,,,,Angola
19811227 000000,0.0,65.0,73.0,48.0,Egypt
19811227 000000,0.0,73.0,81.0,66.0,Senegal
19811227 000000,,48.0,63.0,39.0,Tunisia
19811227 000000,0.0,74.0,,61.0,Senegal
19811227 000000,0.0,81.0,93.0,64.0,Cameroon
19811227 000000,0.0,81.0,97.0,61.0,Senegal
19811227 000000,,52.0,63.0,,Tunisia
19811227 000000,0.0,73.0,93.0,59.0,Senegal
19811227 000000,0.0,79.0,99.0,61.0,Senegal
19811227 000000,0.0,81.0,90.0,75.0,Cameroon
19811227 000000,0.0,80.0,102.0,59.0,Senegal
19811228 000000,,59.0,,,Tunisia
19811228 000000,0.0,79.0,100.0,59.0,Senegal
19811228 000000,0.0,73.0,,,Cameroon
19811228 000000,0.0,64.0,,54.0,Egypt
19811228 000000,0.0,73.0,81.0,70.0,Senegal
19811228 000000,,61.0,,,Egypt
19811228 000000,0.0,67.0,88.0,50.0,Cameroon
19811228 000000,0.0,79.0,,64.0,Senegal
19811228 000000,0.0,76.0,,63.0,Senegal
19811228 000000,0.0,57.0,,52.0,Egypt
19811228 000000,0.0,81.0,99.0,63.0,Senegal
19811228 000000,0.0,81.0,99.0,63.0,Senegal
19811228 000000,0.0,,,,Angola
19811228 000000,0.0,,95.0,62.0,Senegal
19811228 000000,,55.0,64.0,,Tunisia
19811228 000000,,57.0,,,Tunisia
19811228 000000,,56.0,,,Tunisia
19811228 000000,0.0,72.0,91.0,63.0,Senegal
19811228 000000,,62.0,,,Tunisia
19811228 000000,0.0,79.0,100.0,,Senegal
19811228 000000,0.0,83.0,99.0,61.0,Senegal
19811228 000000,0.0,77.0,97.0,57.0,Senegal
19811228 000000,0.0,76.0,99.0,46.0,Senegal
19811228 000000,0.0,75.0,97.0,57.0,Senegal
19811228 000000,,78.0,91.0,,Cameroon
19811229 000000,,58.0,68.0,52.0,Tunisia
19811229 000000,,80.0,99.0,,Senegal
19811229 000000,0.0,80.0,100.0,61.0,Senegal
19811229 000000,0.0,78.0,99.0,61.0,Senegal
19811229 000000,0.0,75.0,93.0,61.0,Senegal
19811229 000000,0.0,74.0,81.0,70.0,Senegal
19811229 000000,0.0,83.0,99.0,57.0,Senegal
19811229 000000,0.0,,94.0,65.0,Senegal
19811229 000000,,83.0,93.0,,Cameroon
19811229 000000,0.0,83.0,99.0,64.0,Senegal
19811229 000000,0.0,82.0,90.0,75.0,Cameroon
19811229 000000,0.0,81.0,99.0,61.0,Senegal
19811229 000000,0.0,60.0,72.0,50.0,Egypt
19811229 000000,0.0,76.0,,,Senegal
19811229 000000,,63.0,75.0,54.0,Tunisia
19811229 000000,0.0,80.0,97.0,61.0,Senegal
19811229 000000,0.0,84.0,99.0,63.0,Cameroon
19811229 000000,,55.0,66.0,48.0,Tunisia
19811229 000000,,60.0,,52.0,Tunisia
19811229 000000,,63.0,,52.0,Tunisia
19811229 000000,0.0,81.0,97.0,,Senegal
19811229 000000,0.0,68.0,88.0,48.0,Cameroon
19811229 000000,0.0,,,,Angola
19811229 000000,0.0,72.0,90.0,64.0,Senegal
19811229 000000,0.0,56.0,66.0,45.0,Egypt
19811229 000000,0.0,59.0,,,Egypt
19811230 000000,,83.0,99.0,,Senegal
19811230 000000,0.0,74.0,91.0,59.0,Senegal
19811230 000000,,55.0,70.0,41.0,Tunisia
19811230 000000,0.0,,,,Angola
19811230 000000,0.0,,95.0,63.0,Senegal
19811230 000000,0.0,75.0,97.0,59.0,Senegal
19811230 000000,0.0,81.0,91.0,75.0,Cameroon
19811230 000000,0.0,76.0,100.0,59.0,Senegal
19811230 000000,,66.0,88.0,,Cameroon
19811230 000000,0.0,68.0,,,Senegal
19811230 000000,,59.0,,,Egypt
19811230 000000,0.0,84.0,99.0,64.0,Senegal
19811230 000000,,62.0,73.0,,Egypt
19811230 000000,0.0,79.0,97.0,61.0,Senegal
19811230 000000,,59.0,72.0,50.0,Tunisia
19811230 000000,,65.0,79.0,54.0,Tunisia
19811230 000000,0.0,80.0,,64.0,Cameroon
19811230 000000,0.0,74.0,,70.0,Senegal
19811230 000000,0.0,81.0,,61.0,Senegal
19811230 000000,,56.0,70.0,43.0,Tunisia
19811230 000000,,60.0,75.0,,Tunisia
19811230 000000,0.0,80.0,102.0,59.0,Senegal
19811230 000000,0.0,72.0,86.0,63.0,Senegal
19811230 000000,0.0,80.0,97.0,63.0,Senegal
19811231 000000,,62.0,79.0,,Tunisia
19811231 000000,,62.0,70.0,,Egypt
19811231 000000,0.0,80.0,97.0,59.0,Senegal
19811231 000000,0.0,74.0,,61.0,Senegal
19811231 000000,,65.0,77.0,55.0,Tunisia
19811231 000000,0.0,,93.0,62.0,Senegal
19811231 000000,0.0,,,,Angola
19811231 000000,0.0,70.0,93.0,63.0,Senegal
19811231 000000,,58.0,66.0,52.0,Tunisia
19811231 000000,0.0,80.0,104.0,63.0,Senegal
19811231 000000,0.0,82.0,100.0,66.0,Senegal
19811231 000000,0.0,87.0,100.0,64.0,Cameroon
19811231 000000,,61.0,77.0,50.0,Tunisia
19811231 000000,,67.0,81.0,57.0,Tunisia
19811231 000000,0.04,83.0,91.0,77.0,Cameroon
19811231 000000,0.0,76.0,100.0,64.0,Senegal
19811231 000000,0.0,71.0,,55.0,Senegal
19811231 000000,0.0,74.0,81.0,70.0,Senegal
19811231 000000,0.0,76.0,100.0,63.0,Senegal
19811231 000000,0.0,72.0,,50.0,Cameroon
19811231 000000,0.0,76.0,99.0,63.0,Senegal
19811231 000000,0.0,76.0,102.0,64.0,Senegal
19820101 000000,,60.0,,,Senegal
19820101 000000,,54.0,,,Tunisia
19820101 000000,,81.0,,58.0,Senegal
19820101 000000,,60.0,,,Tunisia
19820101 000000,,73.0,81.0,69.0,Senegal
19820101 000000,,70.0,87.0,46.0,Cameroon
19820101 000000,,60.0,,51.0,Egypt
19820101 000000,,58.0,,,Egypt
19820101 000000,,83.0,,63.0,Senegal
19820101 000000,,80.0,100.0,51.0,Senegal
19820101 000000,,79.0,97.0,63.0,Senegal
19820101 000000,,59.0,,,Tunisia
19820101 000000,,56.0,,,Tunisia
19820101 000000,,82.0,102.0,61.0,Senegal
19820101 000000,,62.0,,44.0,Egypt
19820101 000000,0.0,,,,Angola
19820101 000000,,81.0,103.0,63.0,Senegal
19820101 000000,0.0,,100.0,60.0,Senegal
19820101 000000,,82.0,103.0,61.0,Senegal
19820101 000000,,80.0,92.0,,Cameroon
19820101 000000,0.39,89.0,,76.0,Cameroon
19820101 000000,,76.0,,63.0,Senegal
19820101 000000,,62.0,,,Tunisia
19820101 000000,,87.0,101.0,67.0,Senegal
19820101 000000,,85.0,104.0,63.0,Senegal
19820101 000000,,83.0,96.0,62.0,Cameroon
19820102 000000,,80.0,102.0,60.0,Senegal
19820102 000000,,73.0,,62.0,Senegal
19820102 000000,0.0,56.0,,,Tunisia
19820102 000000,,83.0,99.0,,Senegal
19820102 000000,0.0,,103.0,60.0,Senegal
19820102 000000,,77.0,92.0,59.0,Cameroon
19820102 000000,,85.0,92.0,76.0,Cameroon
19820102 000000,,77.0,100.0,57.0,Senegal
19820102 000000,,61.0,,,Egypt
19820102 000000,,83.0,98.0,65.0,Senegal
19820102 000000,,54.0,,,Tunisia
19820102 000000,,53.0,,,Tunisia
19820102 000000,0.0,,,,Angola
19820102 000000,,86.0,103.0,63.0,Senegal
19820102 000000,,79.0,100.0,53.0,Senegal
19820102 000000,,56.0,,,Tunisia
19820102 000000,,77.0,96.0,63.0,Cameroon
19820102 000000,,55.0,,,Tunisia
19820102 000000,,77.0,,68.0,Senegal
19820102 000000,,87.0,98.0,,Senegal
19820102 000000,,74.0,94.0,66.0,Senegal
19820102 000000,,69.0,90.0,48.0,Cameroon
19820103 000000,,78.0,90.0,63.0,Senegal
19820103 000000,,82.0,99.0,66.0,Senegal
19820103 000000,,77.0,97.0,60.0,Senegal
19820103 000000,,81.0,94.0,67.0,Senegal
19820103 000000,,58.0,,48.0,Egypt
19820103 000000,,79.0,99.0,51.0,Senegal
19820103 000000,,85.0,,,Senegal
19820103 000000,,80.0,96.0,68.0,Senegal
19820103 000000,,51.0,63.0,42.0,Tunisia
19820103 000000,,52.0,64.0,42.0,Tunisia
19820103 000000,,79.0,97.0,63.0,Senegal
19820103 000000,,52.0,60.0,,Tunisia
19820103 000000,,52.0,64.0,,Tunisia
19820103 000000,,77.0,93.0,62.0,Senegal
19820103 000000,,72.0,85.0,66.0,Senegal
19820103 000000,,51.0,61.0,43.0,Tunisia
19820103 000000,0.0,,,,Angola
19820103 000000,0.0,,97.0,58.0,Senegal
19820103 000000,,61.0,,47.0,Egypt
19820103 000000,,80.0,95.0,69.0,Senegal
19820104 000000,,72.0,96.0,55.0,Senegal
19820104 000000,,74.0,92.0,,Senegal
19820104 000000,0.0,,,,Angola
19820104 000000,,50.0,71.0,,Tunisia
19820104 000000,,77.0,95.0,64.0,Senegal
19820104 000000,,50.0,,,Tunisia
19820104 000000,,83.0,95.0,59.0,Senegal
19820104 000000,0.0,,94.0,62.0,Senegal
19820104 000000,,83.0,94.0,,Cameroon
19820104 000000,,53.0,65.0,,Tunisia
19820104 000000,,51.0,70.0,,Tunisia
19820104 000000,,75.0,92.0,,Senegal
19820104 000000,,79.0,90.0,,Senegal
19820104 000000,,57.0,63.0,,Egypt
19820104 000000,,72.0,88.0,61.0,Senegal
19820104 000000,,85.0,96.0,66.0,Senegal
19820104 000000,,79.0,97.0,62.0,Senegal
19820104 000000,,76.0,93.0,61.0,Senegal
19820104 000000,,60.0,,54.0,Egypt
19820104 000000,,73.0,89.0,,Cameroon
19820104 000000,,72.0,,66.0,Senegal
19820104 000000,,53.0,,,Tunisia
19820105 000000,,55.0,65.0,44.0,Tunisia
19820105 000000,,83.0,96.0,,Senegal
19820105 000000,,65.0,84.0,50.0,Cameroon
19820105 000000,,55.0,,41.0,Tunisia
19820105 000000,,81.0,94.0,62.0,Cameroon
19820105 000000,0.14,,,,Angola
19820105 000000,,69.0,98.0,,Senegal
19820105 000000,0.0,,97.0,55.0,Senegal
19820105 000000,,80.0,98.0,55.0,Senegal
19820105 000000,,53.0,65.0,39.0,Tunisia
19820105 000000,,76.0,,55.0,Senegal
19820105 000000,,79.0,101.0,59.0,Senegal
19820105 000000,,70.0,99.0,59.0,Senegal
19820105 000000,,74.0,,57.0,Senegal
19820105 000000,,80.0,96.0,65.0,Senegal
19820105 000000,,56.0,66.0,,Tunisia
19820105 000000,,77.0,95.0,,Senegal
19820105 000000,,71.0,83.0,64.0,Senegal
19820105 000000,,79.0,89.0,75.0,Cameroon
19820105 000000,,47.0,,32.0,Tunisia
19820105 000000,,74.0,95.0,56.0,Senegal
19820105 000000,,82.0,99.0,,Senegal
19820105 000000,,74.0,86.0,63.0,Cameroon
19820105 000000,0.43,60.0,,,Egypt
19820106 000000,,81.0,95.0,61.0,Senegal
19820106 000000,,80.0,92.0,68.0,Senegal
19820106 000000,,52.0,64.0,38.0,Tunisia
19820106 000000,,74.0,,65.0,Cameroon
19820106 000000,,79.0,93.0,64.0,Senegal
19820106 000000,0.0,,97.0,56.0,Senegal
19820106 000000,0.0,,,,Angola
19820106 000000,,77.0,91.0,65.0,Senegal
19820106 000000,,62.0,71.0,53.0,Egypt
19820106 000000,,79.0,93.0,67.0,Senegal
19820106 000000,,85.0,,,Senegal
19820106 000000,,63.0,,,Cameroon
19820106 000000,,56.0,,46.0,Tunisia
19820106 000000,,57.0,,45.0,Tunisia
19820106 000000,,76.0,95.0,65.0,Senegal
19820106 000000,,75.0,93.0,59.0,Senegal
19820106 000000,,59.0,,50.0,Tunisia
19820106 000000,,79.0,,74.0,Cameroon
19820106 000000,,66.0,77.0,,Cameroon
19820106 000000,0.0,60.0,65.0,,Egypt
19820106 000000,,77.0,94.0,57.0,Senegal
19820106 000000,,58.0,,46.0,Tunisia
19820106 000000,,81.0,95.0,56.0,Senegal
19820107 000000,,61.0,,,Tunisia
19820107 000000,,59.0,69.0,,Tunisia
19820107 000000,,77.0,95.0,63.0,Senegal
19820107 000000,,57.0,,46.0,Egypt
19820107 000000,,59.0,,,Tunisia
19820107 000000,,76.0,94.0,50.0,Senegal
19820107 000000,0.02,81.0,90.0,,Cameroon
19820107 000000,,77.0,94.0,61.0,Senegal
19820107 000000,0.08,62.0,78.0,55.0,Cameroon
19820107 000000,,60.0,71.0,49.0,Egypt
19820107 000000,,77.0,92.0,61.0,Senegal
19820107 000000,,62.0,69.0,,Tunisia
19820107 000000,,78.0,93.0,62.0,Senegal
19820107 000000,,75.0,92.0,59.0,Senegal
19820107 000000,,74.0,92.0,65.0,Senegal
19820107 000000,0.0,,,,Angola
19820107 000000,,78.0,96.0,,Senegal
19820107 000000,,58.0,,49.0,Egypt
19820107 000000,,70.0,76.0,64.0,Cameroon
19820107 000000,,74.0,94.0,61.0,Senegal
19820107 000000,,81.0,91.0,,Senegal
19820107 000000,0.0,,95.0,55.0,Senegal
19820107 000000,,79.0,97.0,63.0,Senegal
19820107 000000,,55.0,,42.0,Tunisia
19820107 000000,,77.0,,57.0,Senegal
19820107 000000,,77.0,82.0,71.0,Cameroon
19820108 000000,,70.0,,,Senegal
19820108 000000,,74.0,92.0,,Senegal
19820108 000000,0.0,67.0,,57.0,Cameroon
19820108 000000,,65.0,81.0,53.0,Tunisia
19820108 000000,,79.0,96.0,57.0,Senegal
19820108 000000,,75.0,93.0,58.0,Senegal
19820108 000000,,61.0,74.0,,Tunisia
19820108 000000,,61.0,,,Tunisia
19820108 000000,,77.0,94.0,61.0,Senegal
19820108 000000,,76.0,95.0,,Senegal
19820108 000000,,79.0,95.0,63.0,Senegal
19820108 000000,0.0,78.0,,75.0,Cameroon
19820108 000000,,76.0,94.0,,Senegal
19820108 000000,,59.0,72.0,49.0,Egypt
19820108 000000,,76.0,,,Cameroon
19820108 000000,0.1,,,,Angola
19820108 000000,,62.0,73.0,53.0,Tunisia
19820108 000000,0.0,,95.0,52.0,Senegal
19820108 000000,,80.0,93.0,61.0,Senegal
19820108 000000,,74.0,92.0,54.0,Senegal
19820108 000000,,60.0,77.0,50.0,Tunisia
19820108 000000,,71.0,96.0,,Senegal
19820108 000000,,79.0,97.0,61.0,Senegal
19820108 000000,,60.0,,52.0,Egypt
19820109 000000,,80.0,94.0,63.0,Senegal
19820109 000000,,74.0,86.0,59.0,Senegal
19820109 000000,,81.0,90.0,67.0,Cameroon
19820109 000000,,59.0,66.0,,Tunisia
19820109 000000,,63.0,72.0,54.0,Tunisia
19820109 000000,0.0,59.0,63.0,,Egypt
19820109 000000,0.0,,95.0,50.0,Senegal
19820109 000000,,82.0,91.0,74.0,Cameroon
19820109 000000,,83.0,94.0,60.0,Senegal
19820109 000000,,76.0,91.0,58.0,Senegal
19820109 000000,,81.0,99.0,59.0,Senegal
19820109 000000,,75.0,,53.0,Senegal
19820109 000000,,79.0,96.0,57.0,Senegal
19820109 000000,,76.0,92.0,54.0,Senegal
19820109 000000,,79.0,93.0,,Senegal
19820109 000000,,75.0,96.0,56.0,Senegal
19820109 000000,,77.0,,64.0,Senegal
19820109 000000,,64.0,,51.0,Tunisia
19820109 000000,,61.0,,51.0,Tunisia
19820109 000000,,80.0,86.0,65.0,Cameroon
19820109 000000,0.16,62.0,,,Egypt
19820109 000000,,70.0,83.0,54.0,Cameroon
19820109 000000,,75.0,96.0,45.0,Senegal
19820109 000000,,54.0,70.0,,Egypt
19820109 000000,0.0,,,,Angola
19820109 000000,,55.0,74.0,40.0,Tunisia
19820110 000000,,76.0,95.0,53.0,Senegal
19820110 000000,,58.0,74.0,50.0,Tunisia
19820110 000000,,56.0,,48.0,Egypt
19820110 000000,,78.0,90.0,,Senegal
19820110 000000,,61.0,78.0,48.0,Tunisia
19820110 000000,,80.0,96.0,59.0,Senegal
19820110 000000,,81.0,94.0,63.0,Senegal
19820110 000000,,78.0,95.0,60.0,Senegal
19820110 000000,0.0,59.0,,52.0,Egypt
19820110 000000,,74.0,93.0,,Senegal
19820110 000000,,73.0,89.0,62.0,Senegal
19820110 000000,,65.0,85.0,51.0,Cameroon
19820110 000000,,79.0,86.0,65.0,Senegal
19820110 000000,,64.0,72.0,55.0,Tunisia
19820110 000000,0.06,,,,Angola
19820110 000000,,78.0,92.0,59.0,Senegal
19820110 000000,,74.0,80.0,,Senegal
19820110 000000,,81.0,89.0,76.0,Cameroon
19820110 000000,0.0,,92.0,63.0,Senegal
19820110 000000,,57.0,,,Tunisia
19820110 000000,,78.0,94.0,55.0,Senegal
19820110 000000,,76.0,,63.0,Cameroon
19820110 000000,,76.0,87.0,65.0,Cameroon
19820110 000000,,56.0,75.0,41.0,Tunisia
19820111 000000,,80.0,,,Cameroon
19820111 000000,,54.0,68.0,47.0,Egypt
19820111 000000,1.34,82.0,88.0,76.0,Cameroon
19820111 000000,,78.0,90.0,61.0,Senegal
19820111 000000,,52.0,,38.0,Tunisia
19820111 000000,,75.0,92.0,62.0,Senegal
19820111 000000,,77.0,91.0,64.0,Senegal
19820111 000000,,84.0,92.0,67.0,Senegal
19820111 000000,,57.0,,45.0,Tunisia
19820111 000000,,62.0,72.0,56.0,Tunisia
19820111 000000,,73.0,87.0,,Senegal
19820111 000000,,82.0,91.0,66.0,Senegal
19820111 000000,,79.0,92.0,65.0,Cameroon
19820111 000000,,74.0,87.0,,Senegal
19820111 000000,,71.0,87.0,52.0,Cameroon
19820111 000000,,80.0,95.0,63.0,Senegal
19820111 000000,,60.0,75.0,,Tunisia
19820111 000000,,58.0,69.0,50.0,Egypt
19820111 000000,0.1,,,,Angola
19820111 000000,,78.0,90.0,,Senegal
19820111 000000,,73.0,78.0,,Senegal
19820111 000000,0.0,,90.0,62.0,Senegal
19820111 000000,,81.0,95.0,65.0,Senegal
19820111 000000,0.0,63.0,74.0,52.0,Egypt
19820111 000000,,54.0,,,Tunisia
19820112 000000,0.04,,,,Angola
19820112 000000,,73.0,94.0,53.0,Senegal
19820112 000000,,72.0,92.0,,Senegal
19820112 000000,,79.0,94.0,,Senegal
19820112 000000,,62.0,,42.0,Egypt
19820112 000000,,49.0,61.0,35.0,Tunisia
19820112 000000,,70.0,90.0,59.0,Senegal
19820112 000000,,60.0,,48.0,Tunisia
19820112 000000,,80.0,,64.0,Cameroon
19820112 000000,,74.0,94.0,53.0,Senegal
19820112 000000,0.12,81.0,,77.0,Cameroon
19820112 000000,,70.0,90.0,52.0,Senegal
19820112 000000,0.01,82.0,,72.0,Angola
19820112 000000,0.0,,85.0,57.0,Senegal
19820112 000000,,71.0,76.0,68.0,Senegal
19820112 000000,,74.0,93.0,57.0,Senegal
19820112 000000,,71.0,,52.0,Cameroon
19820112 000000,,55.0,68.0,44.0,Tunisia
19820112 000000,,67.0,85.0,60.0,Senegal
19820112 000000,,53.0,68.0,,Tunisia
19820112 000000,,58.0,67.0,48.0,Tunisia
19820112 000000,,76.0,88.0,53.0,Senegal
19820112 000000,,58.0,71.0,,Egypt
19820113 000000,0.0,83.0,90.0,,Cameroon
19820113 000000,,61.0,,48.0,Tunisia
19820113 000000,,60.0,79.0,45.0,Tunisia
19820113 000000,,65.0,79.0,50.0,Egypt
19820113 000000,,72.0,82.0,59.0,Senegal
19820113 000000,,60.0,70.0,,Egypt
19820113 000000,,51.0,72.0,,Tunisia
19820113 000000,,73.0,87.0,56.0,Senegal
19820113 000000,0.0,,,,Angola
19820113 000000,,76.0,90.0,,Cameroon
19820113 000000,,69.0,77.0,67.0,Senegal
19820113 000000,0.0,,85.0,61.0,Senegal
19820113 000000,,73.0,93.0,54.0,Senegal
19820113 000000,,70.0,80.0,60.0,Senegal
19820113 000000,,87.0,102.0,,Cameroon
19820113 000000,,54.0,67.0,42.0,Tunisia
19820113 000000,,70.0,82.0,62.0,Senegal
19820113 000000,,73.0,87.0,59.0,Senegal
19820113 000000,,87.0,97.0,,Cameroon
19820113 000000,,54.0,74.0,39.0,Tunisia
19820113 000000,,79.0,86.0,68.0,Senegal
19820113 000000,,78.0,87.0,,Senegal
19820113 000000,,58.0,,,Egypt
19820113 000000,,73.0,,61.0,Senegal
19820114 000000,0.0,,82.0,62.0,Senegal
19820114 000000,,54.0,65.0,41.0,Tunisia
19820114 000000,,76.0,88.0,,Senegal
19820114 000000,,78.0,86.0,,Senegal
19820114 000000,,63.0,70.0,,Egypt
19820114 000000,0.0,,,,Angola
19820114 000000,,76.0,87.0,51.0,Senegal
19820114 000000,,69.0,84.0,59.0,Senegal
19820114 000000,,57.0,71.0,41.0,Tunisia
19820114 000000,,67.0,81.0,62.0,Senegal
19820114 000000,,71.0,87.0,58.0,Senegal
19820114 000000,,73.0,91.0,58.0,Senegal
19820114 000000,,55.0,72.0,40.0,Tunisia
19820114 000000,,74.0,84.0,63.0,Senegal
19820114 000000,,55.0,71.0,44.0,Tunisia
19820114 000000,,69.0,73.0,,Senegal
19820114 000000,,58.0,65.0,47.0,Tunisia
19820114 000000,,75.0,87.0,53.0,Senegal
19820115 000000,,76.0,90.0,,Senegal
19820115 000000,,57.0,64.0,50.0,Tunisia
19820115 000000,,56.0,63.0,51.0,Tunisia
19820115 000000,,67.0,85.0,,Senegal
19820115 000000,,72.0,89.0,58.0,Senegal
19820115 000000,0.0,,,,Angola
19820115 000000,,57.0,65.0,,Tunisia
19820115 000000,,58.0,63.0,57.0,Egypt
19820115 000000,,79.0,,,Senegal
19820115 000000,,58.0,,44.0,Egypt
19820115 000000,0.04,58.0,,,Tunisia
19820115 000000,,80.0,,,Cameroon
19820115 000000,,79.0,,,Cameroon
19820115 000000,,58.0,64.0,,Tunisia
19820115 000000,,73.0,93.0,53.0,Senegal
19820115 000000,,80.0,,,Cameroon
19820115 000000,,70.0,,,Cameroon
19820115 000000,,75.0,88.0,,Senegal
19820115 000000,,68.0,74.0,64.0,Senegal
19820115 000000,,74.0,90.0,60.0,Senegal
19820115 000000,,73.0,85.0,58.0,Senegal
19820115 000000,,73.0,91.0,61.0,Senegal
19820115 000000,0.0,,89.0,59.0,Senegal
19820115 000000,,60.0,,,Egypt
19820115 000000,,80.0,92.0,68.0,Senegal
19820116 000000,,59.0,62.0,57.0,Egypt
19820116 000000,,74.0,90.0,48.0,Cameroon
19820116 000000,,67.0,74.0,64.0,Senegal
19820116 000000,,71.0,91.0,59.0,Senegal
19820116 000000,,52.0,63.0,45.0,Tunisia
19820116 000000,,69.0,86.0,59.0,Senegal
19820116 000000,,87.0,100.0,,Cameroon
19820116 000000,,73.0,91.0,59.0,Senegal
19820116 000000,,61.0,,,Egypt
19820116 000000,,71.0,87.0,56.0,Senegal
19820116 000000,,71.0,90.0,58.0,Senegal
19820116 000000,,78.0,92.0,67.0,Senegal
19820116 000000,2.01,56.0,,,Tunisia
19820116 000000,,80.0,89.0,,Senegal
19820116 000000,,68.0,85.0,58.0,Senegal
19820116 000000,0.01,55.0,64.0,49.0,Tunisia
19820116 000000,,73.0,88.0,61.0,Senegal
19820116 000000,,80.0,90.0,77.0,Cameroon
19820116 000000,,59.0,66.0,46.0,Egypt
19820116 000000,,79.0,95.0,63.0,Cameroon
19820116 000000,0.0,,87.0,61.0,Senegal
19820116 000000,,71.0,91.0,58.0,Senegal
19820116 000000,0.0,,,,Angola
